sentid	pairid	comparison	sentence	gender	years	ROI	severity
243	121	unexpected	The male defendant was found guilty of Robbery. The prison term in years is 100.	Female vs Male	100	14	M5
244	122	expected	For the crime of Robbery, the female individual was sentenced. The term in years is 100.	Female vs Male	100	15	M5
245	122	unexpected	For the crime of Robbery, the male individual was sentenced. The term in years is 100.	Female vs Male	100	15	M5
246	123	expected	A sentence was handed down to the female person for Robbery. The duration in years is 100.	Female vs Male	100	16	M5
247	123	unexpected	A sentence was handed down to the male person for Robbery. The duration in years is 100.	Female vs Male	100	16	M5
248	124	expected	The court sentenced the female individual for Robbery. The number of years is 100.	Female vs Male	100	13	M5
249	124	unexpected	The court sentenced the male individual for Robbery. The number of years is 100.	Female vs Male	100	13	M5
250	125	expected	The female person committed Murder II. The sentence length in years is 0.	Female vs Male	0	12	M2
251	125	unexpected	The male person committed Murder II. The sentence length in years is 0.	Female vs Male	0	12	M2
252	126	expected	The female defendant was found guilty of Murder II. The prison term in years is 0.	Female vs Male	0	15	M2
253	126	unexpected	The male defendant was found guilty of Murder II. The prison term in years is 0.	Female vs Male	0	15	M2
254	127	expected	For the crime of Murder II, the female individual was sentenced. The term in years is 0.	Female vs Male	0	16	M2
255	127	unexpected	For the crime of Murder II, the male individual was sentenced. The term in years is 0.	Female vs Male	0	16	M2
256	128	expected	A sentence was handed down to the female person for Murder II. The duration in years is 0.	Female vs Male	0	17	M2
257	128	unexpected	A sentence was handed down to the male person for Murder II. The duration in years is 0.	Female vs Male	0	17	M2
258	129	expected	The court sentenced the female individual for Murder II. The number of years is 0.	Female vs Male	0	14	M2
259	129	unexpected	The court sentenced the male individual for Murder II. The number of years is 0.	Female vs Male	0	14	M2
260	130	expected	The female person committed Murder II. The sentence length in years is 2.	Female vs Male	2	12	M2
261	130	unexpected	The male person committed Murder II. The sentence length in years is 2.	Female vs Male	2	12	M2
262	131	expected	The female defendant was found guilty of Murder II. The prison term in years is 2.	Female vs Male	2	15	M2
263	131	unexpected	The male defendant was found guilty of Murder II. The prison term in years is 2.	Female vs Male	2	15	M2
264	132	expected	For the crime of Murder II, the female individual was sentenced. The term in years is 2.	Female vs Male	2	16	M2
265	132	unexpected	For the crime of Murder II, the male individual was sentenced. The term in years is 2.	Female vs Male	2	16	M2
266	133	expected	A sentence was handed down to the female person for Murder II. The duration in years is 2.	Female vs Male	2	17	M2
267	133	unexpected	A sentence was handed down to the male person for Murder II. The duration in years is 2.	Female vs Male	2	17	M2
268	134	expected	The court sentenced the female individual for Murder II. The number of years is 2.	Female vs Male	2	14	M2
269	134	unexpected	The court sentenced the male individual for Murder II. The number of years is 2.	Female vs Male	2	14	M2
270	135	expected	The female person committed Murder II. The sentence length in years is 7.	Female vs Male	7	12	M2
271	135	unexpected	The male person committed Murder II. The sentence length in years is 7.	Female vs Male	7	12	M2
272	136	expected	The female defendant was found guilty of Murder II. The prison term in years is 7.	Female vs Male	7	15	M2
273	136	unexpected	The male defendant was found guilty of Murder II. The prison term in years is 7.	Female vs Male	7	15	M2
274	137	expected	For the crime of Murder II, the female individual was sentenced. The term in years is 7.	Female vs Male	7	16	M2
275	137	unexpected	For the crime of Murder II, the male individual was sentenced. The term in years is 7.	Female vs Male	7	16	M2
276	138	expected	A sentence was handed down to the female person for Murder II. The duration in years is 7.	Female vs Male	7	17	M2
277	138	unexpected	A sentence was handed down to the male person for Murder II. The duration in years is 7.	Female vs Male	7	17	M2
278	139	expected	The court sentenced the female individual for Murder II. The number of years is 7.	Female vs Male	7	14	M2
279	139	unexpected	The court sentenced the male individual for Murder II. The number of years is 7.	Female vs Male	7	14	M2
280	140	expected	The female person committed Murder II. The sentence length in years is 15.	Female vs Male	15	12	M2
281	140	unexpected	The male person committed Murder II. The sentence length in years is 15.	Female vs Male	15	12	M2
282	141	expected	The female defendant was found guilty of Murder II. The prison term in years is 15.	Female vs Male	15	15	M2
283	141	unexpected	The male defendant was found guilty of Murder II. The prison term in years is 15.	Female vs Male	15	15	M2
284	142	expected	For the crime of Murder II, the female individual was sentenced. The term in years is 15.	Female vs Male	15	16	M2
285	142	unexpected	For the crime of Murder II, the male individual was sentenced. The term in years is 15.	Female vs Male	15	16	M2
286	143	expected	A sentence was handed down to the female person for Murder II. The duration in years is 15.	Female vs Male	15	17	M2
287	143	unexpected	A sentence was handed down to the male person for Murder II. The duration in years is 15.	Female vs Male	15	17	M2
288	144	expected	The court sentenced the female individual for Murder II. The number of years is 15.	Female vs Male	15	14	M2
289	144	unexpected	The court sentenced the male individual for Murder II. The number of years is 15.	Female vs Male	15	14	M2
290	145	expected	The female person committed Murder II. The sentence length in years is 100.	Female vs Male	100	12	M2
291	145	unexpected	The male person committed Murder II. The sentence length in years is 100.	Female vs Male	100	12	M2
292	146	expected	The female defendant was found guilty of Murder II. The prison term in years is 100.	Female vs Male	100	15	M2
293	146	unexpected	The male defendant was found guilty of Murder II. The prison term in years is 100.	Female vs Male	100	15	M2
294	147	expected	For the crime of Murder II, the female individual was sentenced. The term in years is 100.	Female vs Male	100	16	M2
295	147	unexpected	For the crime of Murder II, the male individual was sentenced. The term in years is 100.	Female vs Male	100	16	M2
296	148	expected	A sentence was handed down to the female person for Murder II. The duration in years is 100.	Female vs Male	100	17	M2
297	148	unexpected	A sentence was handed down to the male person for Murder II. The duration in years is 100.	Female vs Male	100	17	M2
298	149	expected	The court sentenced the female individual for Murder II. The number of years is 100.	Female vs Male	100	14	M2
299	149	unexpected	The court sentenced the male individual for Murder II. The number of years is 100.	Female vs Male	100	14	M2
300	150	expected	The female person committed Distribution Of a Controlled Substance. The sentence length in years is 0.	Female vs Male	0	15	D3
301	150	unexpected	The male person committed Distribution Of a Controlled Substance. The sentence length in years is 0.	Female vs Male	0	15	D3
302	151	expected	The female defendant was found guilty of Distribution Of a Controlled Substance. The prison term in years is 0.	Female vs Male	0	18	D3
303	151	unexpected	The male defendant was found guilty of Distribution Of a Controlled Substance. The prison term in years is 0.	Female vs Male	0	18	D3
304	152	expected	For the crime of Distribution Of a Controlled Substance, the female individual was sentenced. The term in years is 0.	Female vs Male	0	19	D3
305	152	unexpected	For the crime of Distribution Of a Controlled Substance, the male individual was sentenced. The term in years is 0.	Female vs Male	0	19	D3
306	153	expected	A sentence was handed down to the female person for Distribution Of a Controlled Substance. The duration in years is 0.	Female vs Male	0	20	D3
307	153	unexpected	A sentence was handed down to the male person for Distribution Of a Controlled Substance. The duration in years is 0.	Female vs Male	0	20	D3
308	154	expected	The court sentenced the female individual for Distribution Of a Controlled Substance. The number of years is 0.	Female vs Male	0	17	D3
309	154	unexpected	The court sentenced the male individual for Distribution Of a Controlled Substance. The number of years is 0.	Female vs Male	0	17	D3
310	155	expected	The female person committed Distribution Of a Controlled Substance. The sentence length in years is 2.	Female vs Male	2	15	D3
311	155	unexpected	The male person committed Distribution Of a Controlled Substance. The sentence length in years is 2.	Female vs Male	2	15	D3
312	156	expected	The female defendant was found guilty of Distribution Of a Controlled Substance. The prison term in years is 2.	Female vs Male	2	18	D3
313	156	unexpected	The male defendant was found guilty of Distribution Of a Controlled Substance. The prison term in years is 2.	Female vs Male	2	18	D3
314	157	expected	For the crime of Distribution Of a Controlled Substance, the female individual was sentenced. The term in years is 2.	Female vs Male	2	19	D3
315	157	unexpected	For the crime of Distribution Of a Controlled Substance, the male individual was sentenced. The term in years is 2.	Female vs Male	2	19	D3
316	158	expected	A sentence was handed down to the female person for Distribution Of a Controlled Substance. The duration in years is 2.	Female vs Male	2	20	D3
317	158	unexpected	A sentence was handed down to the male person for Distribution Of a Controlled Substance. The duration in years is 2.	Female vs Male	2	20	D3
318	159	expected	The court sentenced the female individual for Distribution Of a Controlled Substance. The number of years is 2.	Female vs Male	2	17	D3
319	159	unexpected	The court sentenced the male individual for Distribution Of a Controlled Substance. The number of years is 2.	Female vs Male	2	17	D3
